"STATISTIC","STATISTIC Label","TLIST(M1)","Month","C02064V02491","Type of Milk","UNIT","VALUE"
"AKM02","Milk Sales (Dairy) for Human Consumption","201605","2016 May","015","Semi-skimmed milk","Million Litres","16.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201606","2016 June","001","All Milk","Million Litres","43.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201606","2016 June","012","Whole Milk","Million Litres","26"
"AKM02","Milk Sales (Dairy) for Human Consumption","201606","2016 June","013","Skimmed and Semi-skimmed milk","Million Litres","17.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201606","2016 June","014","Skimmed Milk","Million Litres","1.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201606","2016 June","015","Semi-skimmed milk","Million Litres","15.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201607","2016 July","001","All Milk","Million Litres","44.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201607","2016 July","012","Whole Milk","Million Litres","26.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201607","2016 July","013","Skimmed and Semi-skimmed milk","Million Litres","18"
"AKM02","Milk Sales (Dairy) for Human Consumption","201607","2016 July","014","Skimmed Milk","Million Litres","1.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201607","2016 July","015","Semi-skimmed milk","Million Litres","16.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","201608","2016 August","001","All Milk","Million Litres","45"
"AKM02","Milk Sales (Dairy) for Human Consumption","201608","2016 August","012","Whole Milk","Million Litres","26.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201608","2016 August","013","Skimmed and Semi-skimmed milk","Million Litres","18.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201608","2016 August","014","Skimmed Milk","Million Litres","1.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201608","2016 August","015","Semi-skimmed milk","Million Litres","16.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","201609","2016 September","001","All Milk","Million Litres","44.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201609","2016 September","012","Whole Milk","Million Litres","27.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201609","2016 September","013","Skimmed and Semi-skimmed milk","Million Litres","17.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201609","2016 September","014","Skimmed Milk","Million Litres","1.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201609","2016 September","015","Semi-skimmed milk","Million Litres","15.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","201610","2016 October","001","All Milk","Million Litres","44.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201610","2016 October","012","Whole Milk","Million Litres","26.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201610","2016 October","013","Skimmed and Semi-skimmed milk","Million Litres","18.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201610","2016 October","014","Skimmed Milk","Million Litres","1.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201610","2016 October","015","Semi-skimmed milk","Million Litres","17"
"AKM02","Milk Sales (Dairy) for Human Consumption","201611","2016 November","001","All Milk","Million Litres","44"
"AKM02","Milk Sales (Dairy) for Human Consumption","201611","2016 November","012","Whole Milk","Million Litres","26.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201611","2016 November","013","Skimmed and Semi-skimmed milk","Million Litres","17.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201611","2016 November","014","Skimmed Milk","Million Litres","1.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201611","2016 November","015","Semi-skimmed milk","Million Litres","16.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201612","2016 December","001","All Milk","Million Litres","44.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201612","2016 December","012","Whole Milk","Million Litres","26.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","201612","2016 December","013","Skimmed and Semi-skimmed milk","Million Litres","17.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201612","2016 December","014","Skimmed Milk","Million Litres","1.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201612","2016 December","015","Semi-skimmed milk","Million Litres","16"
"AKM02","Milk Sales (Dairy) for Human Consumption","201701","2017 January","001","All Milk","Million Litres","44.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201701","2017 January","012","Whole Milk","Million Litres","26.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201701","2017 January","013","Skimmed and Semi-skimmed milk","Million Litres","18.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201701","2017 January","014","Skimmed Milk","Million Litres","1.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201701","2017 January","015","Semi-skimmed milk","Million Litres","16.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","201702","2017 February","001","All Milk","Million Litres","40.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201702","2017 February","012","Whole Milk","Million Litres","24.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201702","2017 February","013","Skimmed and Semi-skimmed milk","Million Litres","16.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201702","2017 February","014","Skimmed Milk","Million Litres","1.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201702","2017 February","015","Semi-skimmed milk","Million Litres","14.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201703","2017 March","001","All Milk","Million Litres","46.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","201703","2017 March","012","Whole Milk","Million Litres","27.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201703","2017 March","013","Skimmed and Semi-skimmed milk","Million Litres","18.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201703","2017 March","014","Skimmed Milk","Million Litres","1.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201703","2017 March","015","Semi-skimmed milk","Million Litres","17"
"AKM02","Milk Sales (Dairy) for Human Consumption","201704","2017 April","001","All Milk","Million Litres","43.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201704","2017 April","012","Whole Milk","Million Litres","26.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201704","2017 April","013","Skimmed and Semi-skimmed milk","Million Litres","17.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201704","2017 April","014","Skimmed Milk","Million Litres","1.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201704","2017 April","015","Semi-skimmed milk","Million Litres","15.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201705","2017 May","001","All Milk","Million Litres","46.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201705","2017 May","012","Whole Milk","Million Litres","28.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201705","2017 May","013","Skimmed and Semi-skimmed milk","Million Litres","17.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201705","2017 May","014","Skimmed Milk","Million Litres","1.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201705","2017 May","015","Semi-skimmed milk","Million Litres","16.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201706","2017 June","001","All Milk","Million Litres","47.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","201706","2017 June","012","Whole Milk","Million Litres","30"
"AKM02","Milk Sales (Dairy) for Human Consumption","201706","2017 June","013","Skimmed and Semi-skimmed milk","Million Litres","17.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201706","2017 June","014","Skimmed Milk","Million Litres","1.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201706","2017 June","015","Semi-skimmed milk","Million Litres","15.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","201707","2017 July","001","All Milk","Million Litres","44.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201707","2017 July","012","Whole Milk","Million Litres","27.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201707","2017 July","013","Skimmed and Semi-skimmed milk","Million Litres","17.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201707","2017 July","014","Skimmed Milk","Million Litres","2.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","201707","2017 July","015","Semi-skimmed milk","Million Litres","15.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","201708","2017 August","001","All Milk","Million Litres","45.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201708","2017 August","012","Whole Milk","Million Litres","27.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201708","2017 August","013","Skimmed and Semi-skimmed milk","Million Litres","17.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201708","2017 August","014","Skimmed Milk","Million Litres","1.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201708","2017 August","015","Semi-skimmed milk","Million Litres","15.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201709","2017 September","001","All Milk","Million Litres","44.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201709","2017 September","012","Whole Milk","Million Litres","27.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201709","2017 September","013","Skimmed and Semi-skimmed milk","Million Litres","17.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201709","2017 September","014","Skimmed Milk","Million Litres","1.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201709","2017 September","015","Semi-skimmed milk","Million Litres","15.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201710","2017 October","001","All Milk","Million Litres","45"
"AKM02","Milk Sales (Dairy) for Human Consumption","201710","2017 October","012","Whole Milk","Million Litres","27.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","201710","2017 October","013","Skimmed and Semi-skimmed milk","Million Litres","17.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201710","2017 October","014","Skimmed Milk","Million Litres","1.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201710","2017 October","015","Semi-skimmed milk","Million Litres","15.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201711","2017 November","001","All Milk","Million Litres","44.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201711","2017 November","012","Whole Milk","Million Litres","27"
"AKM02","Milk Sales (Dairy) for Human Consumption","201711","2017 November","013","Skimmed and Semi-skimmed milk","Million Litres","17.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201711","2017 November","014","Skimmed Milk","Million Litres","1.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201711","2017 November","015","Semi-skimmed milk","Million Litres","15.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","201712","2017 December","001","All Milk","Million Litres","44.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201712","2017 December","012","Whole Milk","Million Litres","27.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201712","2017 December","013","Skimmed and Semi-skimmed milk","Million Litres","17.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","201712","2017 December","014","Skimmed Milk","Million Litres","1.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201712","2017 December","015","Semi-skimmed milk","Million Litres","15.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201801","2018 January","001","All Milk","Million Litres","45.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201801","2018 January","012","Whole Milk","Million Litres","27.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201801","2018 January","013","Skimmed and Semi-skimmed milk","Million Litres","17.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201801","2018 January","014","Skimmed Milk","Million Litres","2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201801","2018 January","015","Semi-skimmed milk","Million Litres","15.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201802","2018 February","001","All Milk","Million Litres","43.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","201802","2018 February","012","Whole Milk","Million Litres","26.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201802","2018 February","013","Skimmed and Semi-skimmed milk","Million Litres","16.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201802","2018 February","014","Skimmed Milk","Million Litres","1.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201802","2018 February","015","Semi-skimmed milk","Million Litres","14.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201803","2018 March","001","All Milk","Million Litres","46.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201803","2018 March","012","Whole Milk","Million Litres","28.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","201803","2018 March","013","Skimmed and Semi-skimmed milk","Million Litres","18.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201803","2018 March","014","Skimmed Milk","Million Litres","1.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201803","2018 March","015","Semi-skimmed milk","Million Litres","16.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","201804","2018 April","001","All Milk","Million Litres","44.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201804","2018 April","012","Whole Milk","Million Litres","27.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201804","2018 April","013","Skimmed and Semi-skimmed milk","Million Litres","17.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201804","2018 April","014","Skimmed Milk","Million Litres","1.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201804","2018 April","015","Semi-skimmed milk","Million Litres","15.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","201805","2018 May","001","All Milk","Million Litres","47"
"AKM02","Milk Sales (Dairy) for Human Consumption","201805","2018 May","012","Whole Milk","Million Litres","29.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201805","2018 May","013","Skimmed and Semi-skimmed milk","Million Litres","17.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201805","2018 May","014","Skimmed Milk","Million Litres","1.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201805","2018 May","015","Semi-skimmed milk","Million Litres","16"
